summoner_id,Rank,Division,puuid
ix8oXtLFV-XiAEUc7qS0QP2n63xdT2a-MfeOZcSjl7deeNQEGdzfHy0cvQ,PLATINUM,IV,smffICcBTUblRo5GcLHHst7f45G--6TVlRds95xnysB_nLSfHOXGObdrTE8UdD4xEj6tCWoZVhjUYQ
0XeA5MKXiiitkrEuqvrNbs-f-ev4eCG7ZdJ5HXGjOAo2ZU-EcTvcvl1BWA,PLATINUM,IV,odzO7KVIkSQ_GK8tTdiJK99KVMsigfjnbVMzQmfRCtaVZ9Z8Rr5lFC5_CQ29zMbSSUn2DkdDGteDhg
OnWjdArrwVJTW4_yof71aLpHMWarHwGfKgx6vyItWnmey4WBenj3z_g_sg,PLATINUM,IV,2SjfsOVFuHquW_e_iXFrvTOGDt4T_IgMUdXyndCyBg7rLn8dEPwifmoiVx1WLaMO0gQf5_sHLHY7GA
pErQEtb9E8V7ov-C-oWZ-q1DQtdhwJwlrumh3vEldmOPDhp1cVgozy7ujQ,PLATINUM,IV,olJrV5NQ_zW763eFzSZ6yNopK0dsXxmFyGmgG2cklnjLF7TVhedCNcofWyZIDGqYqKOLSDKZAGMuVw
JXa28xF7tOYnOSfiTL_JY-vKItV1nx8SvKCq9mtLAC306WTg0NMpJAYwfQ,PLATINUM,IV,g0A4Wol7h_AH3NoU13EVSCfUqmrBhdvVpCPkr1XDadu6-PcrFx20uJujH4c3Tjj_T6vzjQLPCX0JSA
T6Ug3sFxJkHZgT_3mcdjD58FRuQHoo7Q8oY3fGGVGFsR2njbokaH-_by2w,PLATINUM,IV,LcN916n2YQeaAsZ0siWOBOFMleBkR2Ffm1W85-qUDH_-LnGHABJ0fKK807QhXvAgwO9ZArrxWR9nrw
KmRCpxEFjl2VmFQWhrRnhxDNv4Wt0BT3FDPR5KYrSLtvFz7HK3l55jSD6Q,PLATINUM,IV,APuYMlfPPXrewK00vGNHPZayUJAfz5zgz5oCjYoxs4OskPQ5pn0aEENxGlg1tT7RBgjWkfS2lRzgQA
2KuR-J3omP-4GOm6G1_-UjkWMdr1YaDEoS1j0xwTWBZ7uzXTyj9kROoL9A,PLATINUM,IV,LCXyvUwg6T5hiY7QMSKyofMcZF4DwDOwIpUNTbrmeFAfn1LiDRgTpWluLrQE6IM8OVZaZmrKE19Mdw
vMmww6aqEDm_NNf_qGJXnigw0eXfc3TiqjLYdH4IYimMBGtP6dWVuykcZA,PLATINUM,IV,KGK6B8C4am5Uz3KcKjP_OfJ5rGs4RQp-B4AQBindCxtOA2Iq-6ldHdv-LgXJt0KUFRCNijmhNEFsQg
c-ScwUg_pwp63r7q29nb3Q5qyoR-SJdIceXgSz7ZhDx9owJAz4KZDIXhVA,PLATINUM,IV,xNlZDGydQx_Vo9WxTjPLzLn-zzlorwGJnycJbsS0WiWLG4ZQhdyMMd1mOXoM2srZ6fpQrUwaNDRBgA
Vbw7MU5P9Jh_skvMIhhhWwWkDZ8WiQ22kGK1UlrDSHtme3szBjxxw14Mfw,PLATINUM,IV,SBShnyB93ajhlFjVM19EFJE43JjHozymHitW5uBB__9wluO0HDGPVaCn7Hp7APViKaGUdzA5DnXIlQ
O291iMRXmTjFtDbcsKvHcFzIBlE3oDlWFNK_ZLv0Yu5zjdIafCZ_9oPkcQ,PLATINUM,IV,P1OutDUhkNC-8b07B_8_KXBXXZNCaUQLroBBd-6SqypVjplull3ygu2Oh7TUVgGD7N5sYU-X745pWw
ZacIkcj3mYCLpRkjLaiooXtx51X7Emy7BbgugqyXjfR2oD9nQFzCIXoRug,PLATINUM,IV,nmb_aZol1sLyDxjyyQhVM9TbHBuqKa-Xd6f269itrH0Ma5qVRj3zuFPiDtyyaI59cC0hBju9vRfBTw
qPZ17bY22y7OiJ4N2vFlfv3nCMm19uqeG3xYddJK96Pu-qSz-Qs6q-7xYw,PLATINUM,IV,biETBXpRcM-kucwbX26T1Zdi_RWUpnxbFBKGH0UgcGAdP7J4VjEOUvQkrlR9U_JRQtEN5gDTnNgzUQ
BW00DpiIloMB5bU4rTyrU1Y59ZOpVOKQZ0EqiAoDsvYTe4btMzDA3dN-Kg,PLATINUM,IV,XKeXqspZC_hrbAGS0YjdZRLgr9sLxsH5ayzQdP5B2olpskvFJu05rBoeiRh3Fs3pXTBt0Us3PRtPTA
LNQEd6Kvaj2pRtZ3EsJB8zSRsiXTgYHDvFJln5T5mg4p9dQBZ_QK4TKu1w,PLATINUM,IV,LC0Re3CCfQcPK2RI68bjFNvwXr4YvFANNsnvqPeF80OZ_pkdS3HWxM0ueJoYPqzB5LdgXfIJUpt5Lw
RF2aWBoEFZ58cOMde_tApc5vAoeKAlxvR-IRj1J28IcfQ2qFC51VpxffSA,PLATINUM,IV,mPJYipGH8jfBObeMJ5yNNe5eZJYV4AUevTQb0Gzukb56C4rjFfOV0PiSzUGYjtbkWmATUhbey7sHOQ
VnZK_6YqE5Z5bc1TLgNB5NSgWr8PY8qHfLqLpo4obRhRfBowVXR3a70txA,PLATINUM,IV,2O2KFgETxzPhsJlEHSYGIVc5cY12QuhGx_nhtzMP85XgDwJnwJj_ZuFMfktlqnHmRtx-hhe1BdZdog
lbtjdIz8aIWs7EgxWcugiDPrup7xNfMuLsj9G8DcbYIHCTlsAl2LXXjySg,PLATINUM,IV,78cmPeVmHYL1-dwiU6ENhDLHzQWt5pNxbrC4RYX25iQzdjxlWsEKQzP-MV_LJLhvr1GKpPBrtRXIzw
Nv-y_MORT2Zsfgkat8FY4hsuKMaiijtVE6-TQyvUcjju284BQWLlZ4HyDQ,PLATINUM,IV,uddfe5KCUx7KLPr3zyGSgtu7Jhyz1MVehnBhZaITSXf0oG5sKHqx4zR4oATFcxpt6pb9uHV4wZME3w
E5A5siUuM94TzjhrGg91bcIm9vgtGj2iG68NikkpvfWiu8kJyOag_gzzyQ,PLATINUM,IV,d9uncXa7NWYytHi7IV6fWiZ4F83VBx4wR6P_Ol68tUdF5jTplekWoitW6MhRnzYGqcSefcYNb1j5aQ
LdZ-RaY4Z6Oky-XssfFvpNe0US0dYGYj8DbYr534PjfCWoq7JXQZ1ZYTkg,PLATINUM,IV,yC7BnqLUuRjipg1LDNAXkt-AOf-FLeb-4pOWNDcoGlXjlLbpnJXJynx0RB6nIekTYhqxmEoxcI8Tew
Ja22Qph2u29BCDs2Gp1TINvPNS9CCvBOuOy5LxrZZ7-4igVnq08j9UUGKg,PLATINUM,IV,43U9XWoG0s2J2ECIQyLrWnAc8AdXiPnoWt7maJ8rjdAg4VBdlDMAaf9reS-9sUqocW0mk0lAeAY60A
5wJU11-d5pyk9_eeX1vfY1IlBpDE1RcTno0I6w2UkdeL_vAKdCFmoybKYg,PLATINUM,IV,QCPZNhX1cLQsp_aKzdr9WYccl5WXiL_2l3GGS0Ty6csTF89u7cAw5oATofTXIp87jIF8aGlfYTSAlg
2BW-Z5cXIw7bbN8PbzdMWrFyq5IZ2gr58f8R_1_R54M_abmXEvKqb1oUKQ,PLATINUM,IV,OIzIOvQDFjbEJ4jWdcgJzre_srkTp20iHN9OPYUXlNL97SkjlzFzeL38Xc8q8r2rOJWSRPS22ZPx5A
68aklPmFAC8rQ4nISrmMiNnoB8nrNx1eeM1CSh155_1qtrUiripz2Q00Pg,PLATINUM,IV,anA6VBdbiG8SqG_wphU-69mSFRHscI4QBaU4sBR8ygviiS3ifXVjpiG4bHkVzW65FTxUoVcy_cZv7A
FoNjMx6c4sVpK6uWpc9cTrQ775v0llmrNOtBNLs-7w5Vw5M5e_0pcBIUsQ,PLATINUM,IV,WM-l3Lw0IG2_YpKHmOyQYipx4WL3aS7PzMYtEGnpgXRVxMIRBtAOgLYmMsb9-LOv8QWTJRhWLdSHow
ECwxogq9yos4XGeX3KYX8H53-n4vTV5DD2zmSA-tIf5V-qDxe47CFOkk-A,PLATINUM,IV,ixP_UkHmr9tziWzf00_abNXXTd9NFsnNsRN1j8aFjiR0IRu3kZ3Qg-9eW2ZyfndsyneZSWsv8Mb_wg
LFWv5Ojb55t5InHp0wwY03kr3E2RXyu0exilNe-34LGb6WiSTbqzv0CoHA,PLATINUM,IV,WkJTj17ujMXfNadWaeig1KES9_-mdzsljk2GK4vI3IDx6da1gDVTfoBsi2T2-3Y1YF-tqGd_ywdH4Q
857VlmzPJ4SdI78MPRFVopZyS8tDdddlBjd91yIjQT0uRXramXe0g22kYA,PLATINUM,IV,sjffd27pwg_1ClPy_qM-KxO3BmbULs1f6zFB19qNqDQP9mo0weOaX3RdHkkKK5Jug1qfyj_TuByv-w
JHPZ89YAAdTF5QF2_pBQkh9eeyDPIRDRgcMURzQqk7NyU_jiAeE1DcGYkw,PLATINUM,IV,r5Gu23ZNcCioHOcj6bFIPHBNxWnyDvyy3KVzeKs0kZE8eYeV-hczO_lziAWE1Mxrz05zDkWBwP9ckQ
IYjGYQvBzLJO22yl4M8HScOWJK5T3KbY9VsUl_ICBAiusNjh7CWVwC8Cqw,PLATINUM,IV,iy9aIwO4CLKeMXWBAfjsaH6ER2lxmyoXYkBtqmTsnzg1q_XoboO46SmOv9yte5aPOb7n5lsngdNUUw
xFOvI0VhSye9xICDGKViS-GNL6IND_oa2hvLLegGb4-WW3tK7N0RgEkBBw,PLATINUM,IV,LQbuwhAI_l32JH_jPeeJKO9yMxxglxTsJSeJKBYrYMRmM1FJxulnvDFzypca4RLtd8U45aQPvNSRzw
HX13cO5m7y1WUin32qrKVLcENvtTN5CRt0i4vLsjMMspLtZF2GzIOTl9Fw,PLATINUM,IV,M1yzZSG4SLow5_jEiVoCDJDa_5IkrEDjCAtg52iM50XyvCF2JDyqr98n3UxQF6zYtOVx_kZX7WetNA
KHNGNe7J1d5mpyCREtumDA7y8wKbKCfTmNUOiUeK5V1WIRbgBdxNZl2seQ,PLATINUM,IV,mOFVNPDdRjhAwBnPY3ymZec-AsiEuRDHrkeg38y-T5nNgEembW8M5MeWZnayAhd6BGXihu8YngjCzA
QhZaKSRV8I0NjMQP_FruxYQepg2eqj5kxMUo-crZPOSCUWcxok0sh61_-A,PLATINUM,IV,bm_0aF7fYhfw0ENsZx5XdRtzNcl_Mp6mfe4vm9oIGGUjVK9fQ1Gj8K1TI6dZ66OBqdO3Zu8a18YE1w
dpcDhf3oEWldvjL5_ngexzZzO6nQt9AsKm3JmsIHggBIGa1YRnqUT4oV3g,PLATINUM,IV,BpgSNJ3s7Wt45DLFiGZOtsPnflwg3AIiX-Cn3pgMkjrcprUQuUu4IwSkQqXvXeld8OYpxMHu8vxHDw
RJlFI13abKpfq6a5YVUtQamvPjZGqLu99t2TtxBikpu_U-2UW8WWDtRV-A,PLATINUM,IV,1JTJOz7gUKVBitXP7k-z60fAy9KknUw7DgU0-xey16SGKQwouLCv_8kphhQ11KgvpNZgnOpPhHCTNw
wnCIi3YgSPGU6owQkRPbbiHWYnMLqOT0O9a8zBvJgoD5N3SQnKaH2QSs3w,PLATINUM,IV,vyuLeCVS28UI-OCMymAR9sJi5NvALhraCPvHhf5Tl4aY2xQslrKtJ8-u2mEywFnwkXTPQhuo5Ri9QQ
f3L4FR5RTNfeMOKdjD_GDCInfzES1deYPZoEu3qP-ZWZvtlC6sxKSuFodg,PLATINUM,IV,8iCyGUMcW7tX7lQfJXnX9dokTsKndqxWHMHT5rHEkgC60I946mmY4Zk8hijgH0TBs3S6OlkO-Nc5pw
oVw6c_ttGOOrImM20rdC5mQ-xesprWLL2TkUqvH7z0pFSN1rRrRM_4FHPg,PLATINUM,IV,fXgVzYZTWqYlj9fjvQ8T2woFKMvcB5xGrlMlKIwCxZMh8oW15gAKEmKS49XoiwMjyXaFMCAm25CGOg
PVu5s8msNjeTBFesoXWrHExjAVsEtm70SjaKAwGc47F_5ThMwKb3IKE7GA,PLATINUM,IV,LPOVOGmmvCt1a0C0qJzAM9KiRRht6RxKErHKxc1wJExM1wzGUTP_HMABIfaaPsM3dU7vlotCLkD6dw
U921ywYz6SF0pGqQW7uM2t2ODs3h6-5UckAnBg_xMNpgPqcMt1AmM_SHtQ,PLATINUM,IV,iwQ9FFAPU61YYXOAX5Jb8oZDZ7YsdIsMV-1e4PjVfFWAQP-qIaFmdeU-oV8Sb0EWiiTuJHpIkqRktg
Dy69uWZes73uxDjEX03gH7vHznDVlhlgKCpe2ko75lmdnbdnqvQ010e3mw,PLATINUM,IV,BOVBXyiHpP9CE8oG3aKSPyeVyGWIZ0pZSRDIZ4WjkwXP-x43Fe3lBv9Gld6w1g-VLimpOdY_bChTKw
VK6jAY0-etGpaRPFUv20GXZl14WSrBvtRf6ANEMvjAnvWMEAEi7PKnootw,PLATINUM,IV,7Kb8-UPySjXnJEOl74ASKfJxaNtV1pvYrTAi0F5F9S5bbwq--iQ46RjccD7BiyQtejkSUaG6z6RGqA
kpg0Dvuv5W4P-ozvV4B-sBuBOm5Qq3WA3NsYtEk5xgIeXgGyjZrG9WQnEQ,PLATINUM,IV,GZgsbRWFmdIfTSjeQo7sTVYlnQFfvvRckoYuXSTFKLIshrqaNoDBSpCetWZPEXT-19-1R1UJJYSSYw
kshQ_AzJ7Z358krZ33WEVsixDxuho0ABJMw2ozsn_wUs90624hAzjIiwig,PLATINUM,IV,ThxDls2C12z7oITLrdyquVPk5maDPl2OeQI03AbbqCjqXhyuv73fkm-W7GuKC1m4gcc8W13fd8OMaA
nA4TMy2cY6NORGFDU-pa_luUIyb2ai84o-2xqO6NuAjeabiYGO-9PhXV6Q,PLATINUM,IV,_C21Mj6QUAQ_-dNCi63NCn3wzrxcQLFNXDZ7ZPGoJ0R1ncHEprHtnmsAJ8eS2Jqk68-hGs_maHrrnQ
nG6I4UwHPB9l58vH_CvTxSbvXUd7MGw1W0GTMiWumUBGPxtWBHGWiF1CFw,PLATINUM,IV,K3UFarKPsAIL10VY9MW_8rimbe09h0AbSzvD30mvU1BWvhguwMvFUrXrSbsIU-lOyCSbOHEZ0xtPmA
MpDQi0GmsKr6flcsMKK21s1cxXY2BaxdU3XPJ3nb627fwD28RDjW6bgMRg,PLATINUM,IV,ro7M4fLt4XbiMS60MlzwWpqwuIJxjoYG4CiUql5uZJJXkmWE1U6LXVfpoLKOsNoffLNDCyxU_7JQWQ
dY-vqC6wrlIR2mTkO7Sj_uEoSel1d2LBltJn4qarPIJccKwayTtKSdDRGQ,PLATINUM,IV,Wzg4uTa10LUebu4r5zV_7oo-50nFNZEG9M6_ntjrsiqnF1ws6lwAaB6rWmNdvaSDAl_JnuPP2Z2Uuw
PuSRuln7rtWwel0nvdIBIppz7JN0zGykI7T4dMWtzOyfODBK50YBGCzGeQ,PLATINUM,IV,WdcoHBTYvhaTiyUL6VL5F-4VzxiNaVaTBkxIpKfUKrIWCq11MS3gVBTlYWf6-TwNh0jONebMI2uF-g
MKpUOZ1zPlosv-0Gpbdm4sxzs1Yhbk1FOAYd1tP3efPe693v30zg6GpU8A,PLATINUM,IV,edawX9tp3b9qi8pi_Uq26xWE-VCXCpRilnlqeLO4lrpltuKr7NJfU5B9oW1smvaN3xw44WaPgwjnNQ
ptnOvpBPTEBnq7dr4x0IsihSvTTE14OptIyMB8h0y8YnnIPYWnL145l4xg,PLATINUM,IV,zqEDSjTmeLaBbA9BvcKyHSprSdC5omucKPQi9FM-csRdT2uMimfIp_wMPj4IBx3enYro0rsvMssA2Q
LohTZxteiwJQYmh0j9L6jk9q0c613bpBoYzgON7MExUBy0Q2qkmGMLM92w,PLATINUM,IV,C7qiSK4G2YKG93S7HMDgaXu7VSlTrv-B8MFg7bvLdg09RTHUaP-9Jdns72tKh1SEs43wnZl4xmz8dw
IKy_m7EF3sMvybsxcA2v5jEvVcfiFjk1eySaUK6vqhnFc0Ks-JLzAmgFbA,PLATINUM,IV,I1g2FwtBeNggbXKs7AIlyAS1A1FQ6K9h5JL372T7nsh5vO0sMTxmLCMaIexdhsPWgwAOLyRsg0G8-A
aN07ThqGrapV9rxEcxSqxyhQdq-slzCKsRxTP1oS6Dr_4um6nNbSX6Mk5A,PLATINUM,IV,zPuzienrnm-gedxSz14PqO6far9_7KpRaefQFR0XfpCTOfxjgwfy-CvC_3AhckBGI8fUQAbtbhuPow
lYr6TlPGgkpwQQrCHo1Fp-Yps4mFebQK1AFwI3SD990jDZJJsz9hAfUn7A,PLATINUM,IV,KTI-gmTBgAuOARkHFTernLxM-F236c0a4tgLa_msml8Ta_eNmeIVdd003VQG0rM7WVkc8fFewn_DBQ
1sqe768iuX03bwg67pYxLlSqbFk4rv_2XPj_KUxkfJfTgsTQbswFopY93A,PLATINUM,IV,R5QqUyrdotBr7oSMEgU0LV5hQafmF1ZHQdfNtgP1cd_H2mOnuf1CDxCUhcARjuUwGhhTnPjx3lD-5w
fN68TOamIa3xJzIgv5_fWSY4dYKubShA8DYcEf7o-dUYtdERX1LZxaClTw,PLATINUM,IV,P6INvc-_mmxHbO6_PoWD4uOwNRGdKKIBMUXsYAdhsbY-hKLajfhG6U3EtUdy-KAKnaGe-OZKnMsjtQ
VWHUd7W9-5aWvpdmF3I5_iD0y_Ayw5HDPDI9XGx5Q3ZXaADE9YDwjztUyQ,PLATINUM,IV,EFuArV7h6a8rPm3V7gu7ez8zrWfjU-m4rijwgfe4ESAJylqY7k9sVvnFIp_dq3RwRu-8LCfQ4-g-1Q
ZWK-XuIOteYtbHt2coIaQgSd6HVjJKL-SWYUlaQHYQc-R8Vsc5hGpO4p3g,PLATINUM,IV,RMnUC4CghrqzGuNBFq98P3fbBqCRb_ixZZxnUOXgsjB2cVQ3TSD6N9ype707ZpWfHZhrnmbIV5wM_A
xJ1--nVQ2Oiui3tAU8xd6-2RBJ0bCt8VHnaoYvAVF32F0LQJGx7X54V7Xg,PLATINUM,IV,qb7RpCjOxdptQqZ-yiCj2NiHd4Af4X7pF1k3xQCOpHOgKs4VGC5EOTIMIKrsPB9jlluonEdMcCAeMw
nMZ_LB5hAsQNwkFVUR-qTz0_M06zPO-kflgVcyKMY0SjIyub4m2k56Mkgg,PLATINUM,IV,cHy2KY8HvJfqIOQ5yLeeVR_9t925ABueqL9wrPFvDX2iM2AJBRLBeaAJJUUMEnA4rZmyExvTduBzgQ
UIBav5kJ5A-OVbDn3tUG3OBgNYQSiIHu9rvvzlgjSsIe30bdKs67puNQ1A,PLATINUM,IV,cEax2r-p8uALqtc4UITUykF3AvS1f3JTdrCZZmhqWSB-ocs7Jil3aB4OHdlroaSb_xs9wbORUMi4PA
O2NXZY4gu7uyJptB7g9NtaLvv9aPnW5xXJ1xIi_qMWObhk6dBq2rDdFBbw,PLATINUM,IV,yJfLgj8qScY3ElTQMZ_wV4oD7547Vp5ufG5jRNucOgLgfRvEBzQpP4-D8kiMT8ONS15vLTazYO-INA
-2b4B7RqYpgQeicOMOr3AZitvVHKARWfjx9S6BOoBCt6yNWg_4UrLOtBPg,PLATINUM,IV,u3TsjZhg-0k_qNd-7htY_29of11IUzEb7oFTCP2fqc6QG-pm1fJYNDmtoIRLMqteVr2Jy0ztLcttKw
6m_5WwSwQphsNssxbfPPHNzztEcQ7-zkOmiDn3D972ZV_aLmPfSflLOQSg,PLATINUM,IV,rYqBX-iHFF0ihxsyWd22nIChfASsLaPiYN6NNnoEFqXxdvwVZMuYZM7xugOBNtnJQxVC3uDkqhIfAQ
qB9-QsxuRjL-TLrMUKJufKU0CebGA3Cje0r1VN4FZ9IjvMBH_b9vkIRmTw,PLATINUM,IV,u8Bmzo1Tt1y8WfNBdGj9JpDbSiGo_3hAPdbemATyW5btiOuK2QLJ9pq4MRCmRObyv4YxvyAoXUIAgA
H9bQ216KRaqJ61FeTbTshf2CHaTwfmIvHYww8Fy5_XBPsYhfa6P8SlTvIg,PLATINUM,IV,lt9EOVELpCOCXMO7GreGeHrDbcW8zMk6t82R7VIIZmuyI_om00QxayATU_1UmKjI2CQ9yfaHtElUrA
JefP3VcyadP1P4CFv0j8eW6TODEQ8IogHx6JT_FDyWMO8o0q3GpdRpx3JQ,PLATINUM,IV,KJTZ8eyR9KSRioMCoz-XDqGnLzehJ4P--8lbTluaO1i7Bxw-0Ruf03NZaa3ZBByTSUP8tkQIUhRMCg
oo1cisBID_S7XQzIrYnkk1dlBASmQAl4CX2749EMV5T9Chl7nByDGkUrwQ,PLATINUM,IV,pQSoFsQoVoW-w3ZO9ZrbxJM3yWlFol-PCaUhIMKKGhwu5lN2ZxYXm7sFYCRb2sGrNnwJDTSoMelweQ
8ZG-BMzwZeTb5h-_QqzmGsA16yS8_ps-mAvFX8bl2Hxj9wsGKMxV-8px3Q,PLATINUM,IV,jqXYutF2u8XgH5alIdj-LDqgrmVEUVpIv0nevhBZDA1X1a8k2amdvGcXbrXCWu-pYpzknQz27vWcHQ
KUiN6A5k9DA-4zuJgih7btc4_OWbJnq5NdDo23CGKefDas5I8RZFBk3A3A,PLATINUM,IV,hFubP-3Ng1dg-AHkl3NEcn05aNJwQFT_ixmxXfhBWLb5giwtfjok_c_kL8fu7IBiAST902CEV5IUHw
bNmdVLSRVe5mielsfS6FBU7o7XBa7C9-750xmb0xHiu4GP1J_-A65Uq-xA,PLATINUM,IV,0f0ONNzuupTwt8x0MpxuBePE_bsFsui1Ejm0n-Z08SPqXemXcX8g5FcXOzPA_e11auRcEUvSDersOA
5owXBMUp-fhmebNIUUYNL0r6yYWEFyEuAOLVyUlqyIzrUHBttpzzrFQaKg,PLATINUM,IV,MKl9GiIIb1mzZ4f_72u7mlmrTMhcDcw008N1DYAR_Tf7uOGRS8vL8rUAvI8Uae9CRPLNMokGFGTXSQ
OX5gFovqksNloa8oTUp9Pj9L6e3UybxwbZNO5FYVYlfpJHLR_zGcw3_A5w,PLATINUM,IV,NzdRByIq528P6dbqTGNcDy7VwF2jvDRvmKGJg7SswSTOkFhIyArLtu4YO7o9XZsch-pBxKFOVNtlQQ
a7NYgGR9ds6A_ZXow3j7ILAX26qfs_74bT8lkUePcAC6iTsMobzhGBhhRQ,PLATINUM,IV,AxnzlEoPKewBkTm-AMhj2Mv5T9bfyb5ipCZ7KlEON03BzgMiWINkvoTLO0vO2mNZj17gCUgOB7S3Xw
q2Y9RIMWW7xcyhbiKf0MLeDsnGzH0mLSZgD32O3liBJqQRBG-6aSG3GcAQ,PLATINUM,IV,tBs6BpGJSk9llTTfMdjzPY0RK910ncHNlbkxY__H1Q1v9UCazcMk70EcxUANwyyCiSq3eynMDLF2pQ
LH7WMCYretTeCaqXptwRhok9oAVlHJ7xxKo8oGPPnoGkLR25Nncgm5GU5A,PLATINUM,IV,Jrr7vCWP9I1YYrYWq6LeDlXGvRR4zJc3rqVJDAh1Ic8uFSeN1-Pyu22sdj_WlfXe_edg41K4XlVKaQ
Fd4BT1TAvbbBo4bsFLMFGfhTdfMpl72Xc6QkJ5fd40dtAOuzqntgxrvmug,PLATINUM,IV,GhqzDHZJ9Zti5U6kBuT2Pb-qMeOPLtfcKIogrboVZjM5K1QF2uYcYasM5ucGMapuzhDkY7uwzrbXDA
IilAIw2to2hE9AGqsZ30PwcoYY0QQsKxPNmmDIbS5l6npSEgwuELWNsLJg,PLATINUM,IV,FQ1o3DI13taU_jY11ni8-_EX7xr_Kn-rjgNMw2JmhjxD01IZaK92pLo-CyXJUlvpgEMDTJIMka_ktg
RRXsJ9vNHjcsgI2jzNQc5CA9QgdjJ-R9txKJE2EzqeXYoArU5Wrs_1i6Kw,PLATINUM,IV,6Ptt_K2Zrnm5QXSgGjRI_U2nPwyDmyThTY7xzdTlPk82FEob-RGBmn9knk5Z1qu58HkZr3u-Zttycw
KpNK943TJX4-KKJ9owfUesDgvd-qoluHOKJUrTSAy3ntjYanhe2YhQnYeA,PLATINUM,IV,1Z-vPGzjZVPUb9gtRdGdHQ7MY3fAk1ihXiFdY7i2T_d7rtgVstqimLF3cPtlTLwRalk0iAGXtnTyww
NyrkHzVvr0250UX4TjkKCbgPArW0j3D6wWZ60pvX7nOY9sqRrOfvWGz_PQ,PLATINUM,IV,vjN2srz3joTO5ORDDjiAyjD7JRC0rpyIZ5tGGND5Bxn9d_A_WggRxfTs7x35Bzw37xegX0IkNh3fIA
_-IEc4ZwBYuKQktb7nlrt-3WEtMYrkcap0b3xx4nq-iWHBbQ07uR5pxYvg,PLATINUM,IV,29q1U0HnNbYwqaNr9J17v006rgVHRfVSROTL8uqXpMPS9DtiVuC4ApVHUQqHM2brvUXHj4TrLtfgug
G_KjZ_JlEDYv2qFNVyyMw_lY5q3u_DByQtr_B76LXUguIFkXzp8WEcuEzw,PLATINUM,IV,2bu2VrXrkFE1RlAvxW0qIfTko2NxX0Fy06niXZPky7WPMs5jmYZoxgR5x1iTMm6EfquzbaUWj8RNpA
mzkZJns5JtRiTfWtOBJWllJZSPywuWDa7xvnS7h4DUeEoiyg4MV_JECCRw,PLATINUM,IV,eLPItFHdtZFua2oE6q-VtpPbb44wN1TOBfStsxBw936SxuY0oJoWHbbn6ylK38KSOxfnr33RdigsxQ
YWeAmUNHMSJWcOk3iHs2DUeROE5aHnmREU5_krd-tRZlzhAx46GB2EmSPg,PLATINUM,IV,L-ZL-pgwJkzHF23KOpoGnH6rhDTFohzz1jgjqxOCzy_ejinuaPbHfyWqqW1EEksBdRLEyM4CsyijFg
FXr6PfYMYCC44k1RD9SJJM_D09qhxJxJ_RUPOjW9oITQPpSmI1mW9xgEBw,PLATINUM,IV,E7cg1HvLSdNfXg046K9Cr_J0de-7dqSGPQ2IY3e27sTOMnPZ9KFHpulB-qBjibOipPgYK3YvoI_d8A
bRgZY5Z_vltzFzE8LscJCQE80GbOwV4g5gJHPRJg4yPo39B60BZX5AxnRg,PLATINUM,IV,r-haRzSQHv4RJbTZ6thcZKHssPIXQEAACSJO89hO6BY35VyQGWBdCoscpxBec15FLfZwrE9J4Y60kw
WbJ9JWhgoFPHb6MgSCY44sh7h6IPx-T806jmG_yija-cJioBkiNwfSF9Tw,PLATINUM,IV,RUjEkaIMHQQwdCVMBmQitvZc_k6oOJ_6v3hvpAAKg23KOy-xC-X2C_eT5Xlm4NwmykdVJCJWgqWnTw
RCEAZo_21gc_RNI0gNVat80WJfqh_JayRH-bbTecyPcYl0z6PeGQd-Jmvg,PLATINUM,IV,gdMYex0kNW1OGMDt3I0O_j6ygBQlm0qw3ba3ATJNH_xPCckNifJrX8SAyKcpqM0yLs-6hh3E9FcHzQ
yaHt5CQi7JQFfkxOTutTmbxWbHcI0xaMP20Q_GKxERL_H1P6xg3wVzEQ1A,PLATINUM,IV,PJPZT3G0nwJ11AyQzF1U7jTkVZE1qzg7PsNDUYjPuzG9MCDEkfWAYq245QtsLxt_CMCPwCXsWZ33lQ
8RW9sftfjYRDsaXzDzgUH_Dj8yUdA4jf6KIkP06gb7huXxwEDBfXENsWhw,PLATINUM,IV,lNYmahEGWexr5Zi-BmOkwiLjAoWbihvwUIQTskZWk_Ye8Oh39jb5_8o8yw0-txOeskBl4SNSJS1mkw
2-grEyBek2FjUvgZTDgQMAuz_NdbRa9wXtWZxU1upCtgh2k-r_zd7hE2pg,PLATINUM,IV,SJNAgT_aj3FTlcsv-C3XLlRc0kr8sZWJ-I9aC2La5LqzLI6IeuU1sqmaTCxDoEJTCzwx-hMC_kC52g
dy0324dFNSb4ebuK5kVBig4GPAIEnge1dWDV-3-K65kvTWm1s5T_BznWyQ,PLATINUM,IV,4EDEqdZtO00Tz-ma9sSE3BMSws-ClwJJAucFLs2T3aW3QXtniuR-XfWHBHwMYgFu0Z6vL7pWjRYBBA
GufakZmTUyvSODOsopM_NJVTRUfVI373b0HATAlbdhCo6sJZTHdGMeEgHw,PLATINUM,IV,LwTjdimJd-MQRjDaadF69As-kzQIMWYgwcGf6ZjYxIshpoFXlgAYP_vkHJIloTbqiFpv2QAtfhv85A
